,_abilities
0,0.888471862409471
1,0.3709783983842442
2,0.49047579397770596
3,0.7903150817629448
4,0.7514345277344128
5,0.8206827972908102
6,0.2799197584354095
7,0.7795954675712172
8,0.6243544904155551
9,0.3083563309281662
10,0.8975022696002539
11,0.9074687473517065
12,0.9027568775320975
13,0.4809174490167313
14,0.4148085271026972
15,0.2943181053582711
16,0.42142828988043257
17,0.3681534713430374
18,0.10667043481451223
19,0.9827182109967486
20,0.10870523651975739
21,0.8724606387024806
22,0.09074972163050017
23,0.11664854899269425
24,0.08843885448942984
25,0.3518681169374625
26,0.08815837670422541
27,0.22293277280463297
28,0.7909586196700894
29,0.009408685431599947
30,0.6005895222644532
31,0.4579973692962269
32,0.16318951134195014
33,0.00046667232312721157
34,0.9251085480754712
35,0.553760462110705
36,0.6887841674284135
37,0.6365951909205898
38,0.5861456512574772
39,0.3486739348036135
40,0.5454059237910567
41,0.4297862225316705
42,0.23225134642530607
43,0.5980416528464061
44,0.17943129180965864
45,0.2449209825481524
46,0.7785499159094431
47,0.01041365853276088
48,0.9634722036618076
49,0.09318783964648981
50,0.49138065356451266
51,0.7976503586890457
52,0.556336775560676
53,0.2268635165824349
54,0.3158008773906774
55,0.16809253405437022
56,0.968050710816165
57,0.5080558077569349
58,0.5822866476244389
59,0.8178653513011249
60,0.394430690317178
61,0.14926603216439577
62,0.5924755003457461
63,0.8002377807948734
64,0.6791368410366628
65,0.7883097616373066
66,0.6098729922478204
67,0.15250171217911682
68,0.2511810929441423
69,0.4652969958344707
70,0.7569761571991849
71,0.1661595585431761
72,0.6419380808924023
73,0.6377011346713646
74,0.6725977164626264
75,0.5997565368425948
76,0.11611585091631904
77,0.78050452835928
78,0.4693451941254542
79,0.4374234088668439
80,0.9443558611477798
81,0.10595749491237665
82,0.7296539088008187
83,0.34120332041510887
84,0.246151921781037
85,0.13178636017526532
86,0.6472150882137844
87,0.14469689542571426
88,0.008382888738342796
89,0.1716388891225722
90,0.47901892880732677
91,0.3939636285044092
92,0.06424068391004432
93,0.014273033011375813
94,0.5487442908096807
95,0.30352695099418014
96,0.6697340915432893
97,0.8758701633930035
98,0.9145486993575335
99,0.9013273287712715
