,_abilities
0,0.31326806474163005
1,0.34332831720821744
2,0.5026740720422767
3,0.4942201544280315
4,0.3848115765290561
5,0.9663985854709608
6,0.6676177006353352
7,0.9443749803349311
8,0.2632061276104873
9,0.4381191102798285
10,0.7336651188841531
11,0.6561713713681198
12,0.0027088878684227015
13,0.6666256676522627
14,0.9112802172076648
15,0.7795224015685049
16,0.9017317716276826
17,0.8158915764526138
18,0.6282294064317894
19,0.8257990844816416
20,0.8270802755632586
21,0.41757568846929854
22,0.11673337057878562
23,0.8740181641819507
24,0.8850081531205192
25,0.5389912986334606
26,0.40987203167616704
27,0.6151405926473239
28,0.8313479570076064
29,0.9623990240540593
30,0.7413414099846131
31,0.496150279625733
32,0.12789743565433961
33,0.6762581999375649
34,0.9582013533074653
35,0.679445367054846
36,0.9388478850275392
37,0.5811293792364428
38,0.768291444283518
39,0.8112575210264567
40,0.9176893764046161
41,0.2392598018363585
42,0.08823459553221101
43,0.11475878777425769
44,0.4348525060205933
45,0.31243086447506185
46,0.6263641202002175
47,0.5111873409334055
48,0.9821411833725797
49,0.5783280149668935
50,0.48650294372546965
51,0.4318884136899567
52,0.982567682904592
53,0.1819669703269954
54,0.6011165765716124
55,0.7252832597589917
56,0.1456358156364146
57,0.325901432799844
58,0.15030755086589612
59,0.5354865997622693
60,0.04108170347325453
61,0.867350161608145
62,0.627773464904752
63,0.5836001922165858
64,0.7561123473108495
65,0.3997412987177547
66,0.35737152702569336
67,0.1373655368766668
68,0.4683710638385814
69,0.4403927118127759
70,0.4647121232279444
71,0.7999536667178482
72,0.7010683937206175
73,0.6364660436611785
74,0.7307172260716076
75,0.984303595044479
76,0.24408206973934887
77,0.9223949394501867
78,0.5047664604592622
79,0.44435125757550276
80,0.33077057865672654
81,0.16139151498367307
82,0.9422462454565979
83,0.31365635603418995
84,0.008079697220263145
85,0.676460102184236
86,0.27921179193805323
87,0.3061822565452569
88,0.1575390879422371
89,0.02942102220621589
90,0.5100492052364517
91,0.3267587223889821
92,0.4372799859552772
93,0.06117425984412019
94,0.9566351909491013
95,0.18469760020170314
96,0.6502042677899106
97,0.24689053645203787
98,0.2057423032458921
99,0.6649685320552161
